# Rime user dictionary
#@/db_name	luna_pinyin.userdb.userdb.kct
#@/db_type	userdb
#@/rime_version	1.1.2
#@/tick	24192
#@/user_id	win7
a 	啊	c=76 d=3.54831 t=24192
dou neng 	都能	c=2 d=0.053397 t=24192
dou shi 	都是	c=15 d=0.353843 t=24192
dou shi yao 	都是要	c=1 d=0.26054 t=24192
dou shi yi dian 	都十一點	c=1 d=4.03772e-008 t=24192
dou tui 	抖腿	c=1 d=0.00891518 t=24192
dou xiang 	都想	c=0 d=2.78899e-009 t=24192
dou xiang yao 	都想要	c=1 d=2.80297e-008 t=24192
dou xing 	都行	c=1 d=1.68375e-012 t=24192
dou xu yao 	都需要	c=1 d=6.76229e-016 t=24192
dou yao 	都要	c=3 d=0.00505395 t=24192
dou yao jia 	都要加	c=1 d=0.0507928 t=24192
dou you 	都有	c=1 d=0.0526021 t=24192
dou zai 	都在	c=2 d=1.20755e-011 t=24192
dou zai li mian 	都在裏面	c=1 d=7.55374e-024 t=24192
dou zhan sheng fo 	鬥戰勝佛	c=1 d=3.68632e-025 t=24192
dou zhi hui 	都只會	c=1 d=5.87885e-016 t=24192
du 	堵	c=1 d=4.1235e-020 t=24192
du 	度	c=3 d=0.0784491 t=24192
du 	讀	c=14 d=1.59899 t=24192
du dao 	讀到	c=1 d=2.31393e-017 t=24192
du du 	讀讀	c=1 d=7.41828e-017 t=24192
du li 	獨立	c=2 d=0.00210172 t=24192
du qu 	讀取	c=15 d=1.00083 t=24192
du shu 	讀書	c=1 d=1.36742e-005 t=24192
du te 	獨特	c=1 d=0.0175975 t=24192
du xian 	獨顯	c=1 d=0.0308074 t=24192
du xie 	讀寫	c=2 d=0.000997758 t=24192
du yuan 	讀原	c=1 d=0.0135686 t=24192
du yuan 	讀遠	c=1 d=0.00129402 t=24192
duan 	段	c=2 d=0.0148464 t=24192
duan 	端	c=4 d=0.843665 t=24192
duan kou 	端口	c=11 d=0.474753 t=24192
duan yan 	斷言	c=1 d=2.26341e-022 t=24192
duan zao 	鍛造	c=1 d=0.0218184 t=24192
dui 	兌	c=6 d=4.17155e-019 t=24192
dui 	堆	c=18 d=1.8651e-009 t=24192
dui 	對	c=30 d=0.360216 t=24192
dui a 	對啊	c=1 d=0.0175097 t=24192
dui bi 	對比	c=3 d=0.49661 t=24192
dui bi jin e 	對比金額	c=1 d=4.91127e-018 t=24192
dui bing 	對並	c=1 d=2.64747e-013 t=24192
dui bu dui 	對不對	c=2 d=0.0950088 t=24192
dui hua 	對話	c=1 d=6.30083e-008 t=24192
dui huan 	兌換	c=4 d=4.16427e-019 t=24192
dui jiao 	對焦	c=1 d=0.287941 t=24192
dui jie 	對接	c=9 d=2.86276 t=24192
dui lie 	隊列	c=10 d=1.49088 t=24192
dui ni 	對你	c=1 d=9.96538e-019 t=24192
dui qi 	對齊	c=1 d=0.00136037 t=24192
dui xiang 	對象	c=57 d=1.3865 t=24192
dui ying 	對應	c=30 d=0.49946 t=24192
dui yu 	對於	c=6 d=0.329906 t=24192
dui zhan 	堆棧	c=1 d=5.17467e-015 t=24192
dui zhao 	對照	c=3 d=0.124301 t=24192
dui zhe 	對着	c=1 d=0.0131675 t=24192
duo 	多	c=20 d=0.955685 t=24192
duo bian 	多變	c=1 d=0.00159641 t=24192
duo biao 	多表	c=2 d=0.203926 t=24192
duo bu hao yi si 	多不好意思	c=1 d=0.00119453 t=24192
duo ci 	多次	c=3 d=0.111465 t=24192
duo duo 	多多	c=3 d=0.349938 t=24192
duo duo zhi jiao 	多多指教	c=1 d=0.16696 t=24192
duo ge 	多個	c=14 d=2.42637 t=24192
duo ge tiao jian 	多個條件	c=1 d=2.51964e-019 t=24192
duo hang 	多行	c=4 d=0.950815 t=24192
duo he 	多核	c=1 d=6.08825e-016 t=24192
duo ji 	多級	c=1 d=0.529935 t=24192
duo jiu 	多久	c=2 d=5.99957e-008 t=24192
duo kai kai 	多開開	c=1 d=2.81262e-019 t=24192
duo kuai qian 	多塊錢	c=1 d=5.62304e-022 t=24192
duo le 	多了	c=1 d=0.035219 t=24192
duo le yi zhong 	多了一種	c=1 d=0.349938 t=24192
duo ma fan 	多麻煩	c=1 d=1.38974e-019 t=24192
duo nan 	多難	c=0 d=0.000444934 t=24192
duo nan shou le 	多難受了	c=1 d=0.00447164 t=24192
duo shao 	多少	c=9 d=0.460117 t=24192
duo she bei 	多設備	c=1 d=0.000761668 t=24192
duo shu ju 	多數據	c=1 d=0.398519 t=24192
duo shuo 	多說	c=1 d=0.0761538 t=24192
duo tiao 	多條	c=2 d=0.504952 t=24192
duo tiao jian 	多條件	c=1 d=0.0168231 t=24192
duo wen 	多問	c=1 d=1.22644e-019 t=24192
duo xian cheng 	多線程	c=1 d=5.31941e-016 t=24192
duo xiang mu 	多項目	c=1 d=5.38219e-007 t=24192
duo xiang shi 	多項式	c=1 d=1.23578e-020 t=24192
duo xie 	多謝	c=2 d=0.239685 t=24192
duo yu 	多餘	c=3 d=0.00292342 t=24192
duo yu yan 	多語言	c=2 d=0.00404611 t=24192
duo yuan 	多元	c=2 d=2.15006e-020 t=24192
duo yue 	多月	c=0 d=1.26706e-021 t=24192
duo zhang 	多張	c=1 d=2.49457e-019 t=24192
e 	額	c=30 d=0.664623 t=24192
e bu 	惡補	c=1 d=0.00481991 t=24192
e le me 	餓了麼	c=2 d=0.0267345 t=24192
e mo 	惡魔	c=1 d=8.74311e-009 t=24192
en 	嗯	c=114 d=0.994351 t=24192
en 	恩	c=1 d=0.00951391 t=24192
en en 	嗯嗯	c=1 d=0.831104 t=24192
er 	二	c=7 d=0.263158 t=24192
er 	兒	c=2 d=0.45612 t=24192
er 	爾	c=2 d=9.44126e-021 t=24192
er 	而	c=13 d=1.60066 t=24192
er bu shi 	而不是	c=1 d=1.96738e-020 t=24192
er cha shu 	二叉樹	c=1 d=0.941765 t=24192
er cheng 	二乘	c=1 d=1.11818e-020 t=24192
er dai 	二代	c=1 d=3.86173e-008 t=24192
er ding 	耳釘	c=1 d=2.74747e-008 t=24192
er duo 	耳朵	c=2 d=2.76073e-006 t=24192
er duo fa yan 	耳朵發炎	c=1 d=1.07693e-019 t=24192
er duo you 	耳朵油	c=1 d=1.14789e-005 t=24192
er hou 	而後	c=0 d=8.40744e-020 t=24192
er ji 	二級	c=2 d=4.19455e-025 t=24192
er jin zhi 	二進制	c=9 d=0.623109 t=24192
er qian 	耳前	c=1 d=1.92414e-019 t=24192
er qian lou guan 	耳前瘻管	c=1 d=1.92809e-018 t=24192
er qie 	而且	c=2 d=0.00219846 t=24192
er shi 	而是	c=1 d=1.44897e-010 t=24192
er shou 	二手	c=1 d=0.366045 t=24192
er shou che 	二手車	c=2 d=4.14903e-019 t=24192
er wei ma 	二維碼	c=1 d=1.17531e-018 t=24192
er wo 	而我	c=1 d=0.102797 t=24192
er yuan 	二元	c=3 d=8.69072e-022 t=24192
fa 	法	c=4 d=0.010374 t=24192
fa 	發	c=4 d=0.0167392 t=24192
fa bu 	發佈	c=3 d=0.67032 t=24192
fa bu guo qu 	發佈過去	c=1 d=0.0101529 t=24192
fa dao 	發到	c=1 d=0.000188766 t=24192
fa ge 	發個	c=1 d=0.170333 t=24192
fa gei ni 	發給你	c=2 d=0.844129 t=24192
fa guo qu 	發過去	c=2 d=4.2945e-007 t=24192
fa hui 	發回	c=1 d=7.28896e-016 t=24192
fa hui 	發揮	c=2 d=0.341604 t=24192
fa huo 	發貨	c=25 d=1.15966 t=24192
fa huo fang 	發貨方	c=39 d=5.60905 t=24192
fa huo shu liang 	發貨數量	c=2 d=6.36807e-010 t=24192
fa le 	發了	c=1 d=5.01832e-007 t=24192
fa ming 	發明	c=1 d=0.053397 t=24192
fa pan 	法盤	c=1 d=0.0166557 t=24192
fa pan 	發盤	c=5 d=0.122708 t=24192
fa piao 	發票	c=30 d=0.114722 t=24192
fa qi 	發起	c=2 d=0.0477698 t=24192
fa se 	髮色	c=1 d=0.139457 t=24192
fa sheng 	發生	c=1 d=0.00171216 t=24192
fa sheng 	發聲	c=1 d=0.0105672 t=24192
fa song 	發送	c=25 d=1.03245 t=24192
fa wo you xiang 	發我郵箱	c=1 d=2.13493e-011 t=24192
fa xia lai 	發下來	c=1 d=0.000185029 t=24192
fa xian 	發現	c=8 d=0.0502874 t=24192
fa xing 	發行	c=1 d=1.11586e-025 t=24192
fa xing zhe 	發行者	c=1 d=0.339596 t=24192
fa xu 	發虛	c=1 d=0.00304273 t=24192
fa yan 	發炎	c=4 d=0.181438 t=24192
fa yan 	發言	c=1 d=0.0464212 t=24192
fa yun 	發運	c=9 d=3.43445e-010 t=24192
fa yun bao zhuang 	發運包裝	c=1 d=2.94008e-011 t=24192
fa zhan 	發展	c=5 d=0.0410567 t=24192
fan 	反	c=1 d=4.29229e-017 t=24192
fan 	煩	c=2 d=2.03336e-018 t=24192
fan 	番	c=1 d=0.0159229 t=24192
fan 	翻	c=1 d=0.242926 t=24192
fan 	返	c=1 d=8.90579e-020 t=24192
fan 	飯	c=2 d=0.0645703 t=24192
fan hao 	番號	c=0 d=0.0465334 t=24192
fan hui 	返回	c=38 d=2.44079 t=24192
fan hui zhi 	返回值	c=4 d=0.267991 t=24192
fan jiu fan 	煩就煩	c=1 d=1.26685e-018 t=24192
fan ju 	飯局	c=1 d=0.12493 t=24192
fan le 	翻了	c=1 d=2.72291e-020 t=24192
fan mao 	反毛	c=1 d=1.15663e-006 t=24192
fan nao 	煩惱	c=1 d=3.85468e-021 t=24192
fan ping 	翻屏	c=1 d=3.64083e-026 t=24192
fan qiang 	翻牆	c=2 d=6.79994e-009 t=24192
fan qie 	番茄	c=1 d=0.0117371 t=24192
fan ren 	凡人	c=1 d=4.08108e-016 t=24192
fan rong 	繁榮	c=1 d=5.25556e-021 t=24192
fan she 	反射	c=11 d=0.61752 t=24192
fan she 	販社	c=74 d=2.74609 t=24192
fan she shang pin 	販社商品	c=1 d=0.0234005 t=24192
fan shen 	翻身	c=1 d=0.00551656 t=24192
fan xiang 	反向	c=4 d=0.0109485 t=24192
fan xing 	泛型	c=2 d=0.0107104 t=24192
fan xu lie hua 	反序列化	c=1 d=3.62896e-017 t=24192
fan ye 	翻頁	c=2 d=0.344728 t=24192
fan yi 	翻譯	c=9 d=1.95689 t=24192
fan yi cheng 	翻譯成	c=1 d=0.0116203 t=24192
fan ying 	反映	c=1 d=0.197899 t=24192
fan zhuan 	反轉	c=4 d=1.32729e-016 t=24192
fang 	妨	c=1 d=8.38003e-010 t=24192
fang 	房	c=1 d=0.00122477 t=24192
fang 	放	c=4 d=6.25748e-005 t=24192
fang 	方	c=16 d=3.85483 t=24192
fang an 	方案	c=3 d=0.24537 t=24192
fang bian 	方便	c=10 d=0.292293 t=24192
fang chan 	房產	c=1 d=0.0420036 t=24192
fang cheng 	方程	c=6 d=0.105399 t=24192
fang cheng zu 	方程組	c=2 d=0.0038611 t=24192
fang da jing 	放大鏡	c=1 d=0.65377 t=24192
fang dai 	房貸	c=1 d=0.0448245 t=24192
fang dao 	放到	c=1 d=0.0322254 t=24192
fang dong 	房東	c=2 d=1.75995e-008 t=24192
fang fa 	方法	c=126 d=2.98249 t=24192
fang fa ming 	方法名	c=2 d=3.4983e-019 t=24192
fang fa qu 	方法區	c=2 d=8.03999e-015 t=24192
fang fa zhan 	方法棧	c=1 d=1.38234e-015 t=24192
fang hua lian 	防滑鏈	c=1 d=0.873716 t=24192
fang huo 	防火	c=1 d=2.43637e-006 t=24192
fang huo qiang 	防火牆	c=7 d=0.0702988 t=24192
fang jia 	房價	c=3 d=0.00311976 t=24192
fang kuang 	方框	c=1 d=8.81568e-018 t=24192
fang mian 	方面	c=1 d=0.159614 t=24192
fang qi 	放棄	c=1 d=1.21676e-014 t=24192
fang ru 	放入	c=3 d=0.499074 t=24192
fang shi 	方式	c=23 d=2.92194 t=24192
fang song 	放鬆	c=1 d=1.85218e-016 t=24192
fang wen 	訪問	c=14 d=1.45565 t=24192
fang xiang 	方向	c=1 d=5.38769e-019 t=24192
fang yi zhan 	防疫站	c=1 d=8.53595e-021 t=24192
fang zai 	放在	c=9 d=0.749175 t=24192
fang zhao 	仿照	c=1 d=1.5272e-011 t=24192
fang zhi 	放置	c=1 d=2.61481e-014 t=24192
fang zhi 	防止	c=1 d=0.020141 t=24192
fang zhuang 	防撞	c=1 d=0.752014 t=24192
fang zi 	房子	c=0 d=1.12669e-022 t=24192
fang zi li 	房子裏	c=1 d=3.64591e-013 t=24192
fang zu 	房租	c=2 d=0.214381 t=24192
fei 	費	c=6 d=0.423162 t=24192
fei 	非	c=11 d=0.552081 t=24192
fei 	飛	c=4 d=1.26934 t=24192
fei ben 	飛奔	c=1 d=0.00421123 t=24192
fei chang 	非常	c=13 d=0.0220377 t=24192
fei die 	飛碟	c=0 d=0.00214936 t=24192
fei die shuo 	飛碟說	c=2 d=0.0433109 t=24192
fei dui 	非堆	c=1 d=2.98553e-015 t=24192
fei gong zuo ri 	非工作日	c=1 d=0.0120946 t=24192
fei hua 	廢話	c=3 d=2.58387e-021 t=24192
fei jian du 	非監督	c=1 d=1.04817e-024 t=24192
fei kong 	非空	c=1 d=9.28533e-011 t=24192
fei li xing 	非理性	c=1 d=5.22935e-021 t=24192
fei lv 	費率	c=17 d=0.414783 t=24192
fei man 	費曼	c=3 d=2.94058e-013 t=24192
fei qiu 	飛秋	c=1 d=1.80583e-012 t=24192
fen 	分	c=5 d=0.0590701 t=24192
fen 	粉	c=1 d=3.78684e-018 t=24192
fen 	芬	c=0 d=3.09398e-024 t=24192
fen biao 	分表	c=1 d=4.38832e-017 t=24192
fen bie 	分別	c=6 d=0.752603 t=24192
fen bu shi 	分佈式	c=5 d=0.174481 t=24192
fen ceng 	分層	c=1 d=0.00225411 t=24192
fen cheng 	分成	c=3 d=0.000104117 t=24192
fen dai 	分代	c=1 d=1.3181e-014 t=24192
fen fang 	分房	c=1 d=8.75204e-021 t=24192
fen ge 	分割	c=2 d=0.0442365 t=24192
fen ge hou 	分割後	c=1 d=0.0220377 t=24192
fen gong si 	分公司	c=1 d=0.83527 t=24192
fen jie cheng 	分解成	c=1 d=0.000119165 t=24192
fen ku 	分庫	c=1 d=4.36643e-017 t=24192
fen lei 	分類	c=6 d=0.628135 t=24192
fen miao 	分秒	c=0 d=0.000427488 t=24192
fen mo deng chang 	粉墨登場	c=1 d=0.0130365 t=24192
fen pei 	分配	c=13 d=0.126876 t=24192
fen ping 	分屏	c=1 d=5.75852e-008 t=24192
fen qu 	分區	c=2 d=0.0401553 t=24192
fen shu 	分數	c=1 d=6.64554e-017 t=24192
fen si 	粉絲	c=1 d=0.00118858 t=24192
fen tan 	分攤	c=2 d=0.0893673 t=24192
fen wei 	分爲	c=1 d=0.458406 t=24192
fen xi 	分析	c=1 d=0.0137751 t=24192
fen xiang 	分享	c=3 d=0.486752 t=24192
fen ye 	分頁	c=14 d=0.759302 t=24192
fen zhi 	分支	c=20 d=0.402524 t=24192
fen zhi 	分治	c=3 d=0.000187499 t=24192
fen zhi ming 	分支名	c=1 d=2.94208e-019 t=24192
fen zhong 	分鐘	c=3 d=1.0759 t=24192
fen zu 	分組	c=7 d=6.14526e-008 t=24192
feng 	峯	c=1 d=1.08384e-006 t=24192
feng 	豐	c=1 d=1.74521e-022 t=24192
feng 	風	c=1 d=2.97013e-013 t=24192
feng 	馮	c=1 d=1.19185e-006 t=24192
feng bao 	風暴	c=1 d=8.82948e-007 t=24192
feng chao 	蜂巢	c=6 d=0.0188328 t=24192
feng chao 	風潮	c=1 d=0.0197421 t=24192
feng chua 	風欻	c=1 d=2.14491e-007 t=24192
feng cun 	封存	c=1 d=5.33136e-013 t=24192
feng ge 	風格	c=1 d=0.00147367 t=24192
feng xi 	縫隙	c=1 d=0.937067 t=24192
feng xiao gang 	馮小剛	c=2 d=2.43189e-006 t=24192
feng zhuang 	封裝	c=2 d=0.0706512 t=24192
fo 	佛	c=0 d=3.66793e-026 t=24192
fou 	否	c=4 d=0.25284 t=24192
fou ze 	否則	c=1 d=2.68794e-015 t=24192
fu 	富	c=2 d=0.00150442 t=24192
fu 	父	c=4 d=0.955997 t=24192
fu 	福	c=6 d=0.303464 t=24192
fu 	符	c=1 d=1.76095e-010 t=24192
fu 	負	c=2 d=2.99998e-013 t=24192
fu cha 	複查	c=1 d=7.30783e-017 t=24192
fu chou 	復仇	c=2 d=2.5408e-018 t=24192
fu dan 	復旦	c=5 d=0.88692 t=24192
fu dian 	浮點	c=1 d=0.250324 t=24192
fu dian shu 	浮點數	c=6 d=1.60778 t=24192
fu fu 	夫婦	c=1 d=4.03704e-006 t=24192
fu gai 	覆蓋	c=5 d=0.0877963 t=24192
fu gei 	賦給	c=1 d=0.00165327 t=24192
fu hao 	付好	c=0 d=4.88677e-019 t=24192
fu hao 	符號	c=10 d=0.755784 t=24192
fu hao kuai 	父好快	c=1 d=4.88677e-018 t=24192
fu hao kuan 	付好款	c=1 d=4.91127e-018 t=24192
fu he 	符合	c=9 d=0.352985 t=24192
fu jian 	附件	c=9 d=0.827861 t=24192
fu jie dian 	父節點	c=6 d=1.70612e-007 t=24192
fu kuan 	付款	c=3 d=0.949812 t=24192
fu kuan fang 	付款方	c=1 d=0.852144 t=24192
fu lei 	父類	c=4 d=0.733334 t=24192
fu li 	福利	c=1 d=8.70839e-021 t=24192
fu mo 	伏魔	c=1 d=0.00726273 t=24192
fu mu 	父母	c=2 d=0.0536647 t=24192
fu qi 	夫妻	c=2 d=4.9157e-018 t=24192
fu sha 	浮沙	c=1 d=1.98715e-020 t=24192
fu shang pin 	父商品	c=1 d=2.09915e-018 t=24192
fu shi tong 	富士通	c=26 d=0.131335 t=24192
fu wen jian jia 	父文件夾	c=3 d=1.14544 t=24192
fu wu 	服務	c=21 d=2.16249 t=24192
fu wu le 	服務了	c=1 d=0.0028799 t=24192
fu wu lei 	服務類	c=1 d=0.00293808 t=24192
fu wu qi 	服務器	c=36 d=0.538221 t=24192
fu xi 	付息	c=2 d=1.38193e-014 t=24192
fu xuan kuang 	複選框	c=2 d=3.16512e-006 t=24192
fu yao 	伏妖	c=1 d=0.00694315 t=24192
fu yin 	福音	c=1 d=0.00331267 t=24192
fu yin jian 	複印件	c=2 d=0.028297 t=24192
fu za 	複雜	c=3 d=0.112478 t=24192
fu zao 	浮躁	c=0 d=0.00144076 t=24192
fu zao qi fen 	浮躁氣氛	c=1 d=0.0144798 t=24192
fu ze 	負責	c=6 d=0.00762898 t=24192
fu zhen 	複診	c=3 d=1.03038e-025 t=24192
fu zhi 	複製	c=14 d=0.51075 t=24192
fu zhi 	賦值	c=19 d=0.483876 t=24192
fu zhi xin zeng 	賦值新增	c=1 d=0.474734 t=24192
fu zhu 	輔助	c=2 d=0.00933158 t=24192
gai 	改	c=13 d=1.10468 t=24192
gai 	該	c=31 d=1.28214 t=24192
gai bian 	改變	c=5 d=0.554327 t=24192
gai bian qian 	改變前	c=1 d=0.519442 t=24192
gai cheng 	改成	c=10 d=1.8056 t=24192
gai de 	改得	c=0 d=3.02437e-021 t=24192
gai de di fang 	改得地方	c=1 d=3.03953e-020 t=24192
gai dong 	改動	c=1 d=2.65478e-016 t=24192
gai fang shi 	該方式	c=1 d=0.00114197 t=24192
gai ge 	改個	c=3 d=2.38484 t=24192
gai ge 	改革	c=1 d=0.360595 t=24192
gai guo 	改過	c=1 d=7.84998e-006 t=24192
gai hang 	改行	c=1 d=9.40453e-014 t=24192
gai hang 	該行	c=1 d=1.10326e-009 t=24192
gai hao 	改好	c=2 d=0.0156076 t=24192
gai hua 	鈣化	c=1 d=2.74084e-009 t=24192
gai hui 	改回	c=1 d=0.000411789 t=24192
gai jin 	改進	c=1 d=9.08106e-014 t=24192
gai kuo 	概括	c=1 d=4.49941e-017 t=24192
gai le 	改了	c=1 d=0.000359786 t=24192
gai lie 	該列	c=1 d=1.44125e-006 t=24192
gai lv 	概率	c=3 d=0.173774 t=24192
gai lv lun 	概率論	c=1 d=0.951229 t=24192
gai ming 	改名	c=2 d=0.634448 t=24192
gai nian 	概念	c=1 d=1.21049e-012 t=24192
gai shang pin 	該商品	c=1 d=2.55511e-007 t=24192
gai wan 	改完	c=1 d=0.00120052 t=24192
gai wei 	改爲	c=6 d=0.79854 t=24192
gai wei neng 	鈣胃能	c=1 d=3.22024e-023 t=24192
gai yao 	概要	c=2 d=0.146007 t=24192
gai ye mian 	該頁面	c=1 d=0.121238 t=24192
gai yi xia 	該一下	c=1 d=0.00127476 t=24192
gai yong 	改用	c=1 d=2.41254e-008 t=24192
gai zhuang 	改裝	c=1 d=3.2938e-024 t=24192
gan 	幹	c=1 d=6.59196e-010 t=24192
gan 	感	c=1 d=2.65568e-020 t=24192
gan 	趕	c=1 d=0.123687 t=24192
gan bu shang 	趕不上	c=2 d=3.61271e-006 t=24192
gan dong 	感動	c=1 d=0.0555762 t=24192
gan ga 	尷尬	c=3 d=0.282423 t=24192
gan huo 	乾貨	c=2 d=0.250139 t=24192
gan jin 	趕緊	c=2 d=0.442639 t=24192
gan jing 	乾淨	c=1 d=0.491644 t=24192
gan jue 	感覺	c=12 d=0.811967 t=24192
gan kuai 	趕快	c=2 d=1.21022 t=24192
gan ma 	幹嘛	c=20 d=2.61965 t=24192
gan ma qu 	幹嘛去	c=1 d=9.49581e-010 t=24192
gan mao 	感冒	c=2 d=1.14089e-005 t=24192
gan ran 	感染	c=1 d=5.70802e-022 t=24192
gan tong shen shou 	感同身受	c=1 d=3.24366e-020 t=24192
gan xiang 	敢想	c=1 d=3.86531e-024 t=24192
gan xie 	感謝	c=2 d=7.30534e-013 t=24192
gan xing qu 	感興趣	c=1 d=8.51681e-024 t=24192
gang 	剛	c=4 d=0.923393 t=24192
gang 	岡	c=1 d=0.375311 t=24192
gang ban 	港版	c=4 d=2.84776e-018 t=24192
gang bi ye 	剛畢業	c=1 d=3.3592e-020 t=24192
gang chu sheng 	剛出生	c=1 d=8.53595e-021 t=24192
gang gang 	剛剛	c=4 d=0.0550232 t=24192
gang hao 	剛好	c=1 d=0.00272578 t=24192
gang hui lai 	剛回來	c=1 d=2.34363e-020 t=24192
gang kai shi 	剛開始	c=1 d=3.06906e-013 t=24192
gang kai shi jiu shuo 	剛開始就說	c=1 d=3.08336e-012 t=24192
gang tie 	鋼鐵	c=1 d=4.34614e-021 t=24192
gao 	搞	c=1 d=4.2985e-009 t=24192
gao 	高	c=4 d=1.87404e-007 t=24192
gao bang 	高幫	c=1 d=3.60154e-016 t=24192
gao di 	高低	c=1 d=0.0426384 t=24192
gao du 	高度	c=3 d=0.930715 t=24192
gao du zi dong 	高度自動	c=1 d=0.0163259 t=24192
gao ge meng jin 	高歌猛進	c=1 d=0.0413782 t=24192
gao ji 	高級	c=6 d=3.26201e-007 t=24192
gao le 	高了	c=2 d=1.64273e-016 t=24192
gao liang 	高亮	c=4 d=0.814647 t=24192
gao lou 	高樓	c=1 d=2.01718e-020 t=24192
gao qiao 	高橋	c=2 d=0.687289 t=24192
gao shen 	高深	c=1 d=0.0254765 t=24192
gao shou 	高手	c=2 d=0.00096577 t=24192
gao su 	告訴	c=1 d=0.010889 t=24192
gao su 	高速	c=6 d=9.94073e-018 t=24192
gao tie 	高鐵	c=1 d=3.79277e-007 t=24192
gao wei 	高位	c=1 d=5.49559e-017 t=24192
gao xiao 	搞笑	c=1 d=0.465334 t=24192
gao xing neng 	高性能	c=2 d=7.1804e-008 t=24192
gao yao 	高腰	c=1 d=0.99005 t=24192
gao zhong 	高中	c=1 d=0.0623495 t=24192
gao zhong sheng 	高中生	c=1 d=4.73091e-019 t=24192
ge 	個	c=25 d=0.905508 t=24192
ge 	各	c=3 d=8.00992e-008 t=24192
ge 	哥	c=1 d=0.332871 t=24192
ge 	格	c=7 d=1.00735 t=24192
ge 	歌	c=3 d=0.0186914 t=24192
ge 	隔	c=1 d=0.433874 t=24192
ge de er 	歌德爾	c=5 d=0.0288526 t=24192
ge deng 	咯噔	c=1 d=0.0368832 t=24192
ge di 	各地	c=1 d=2.67918e-006 t=24192
ge ge 	各個	c=1 d=8.41916e-006 t=24192
ge lin 	格林	c=2 d=3.07644e-006 t=24192
ge lu 	各路	c=1 d=0.0208584 t=24192
ge ren 	個人	c=6 d=0.0136458 t=24192
ge shi 	格式	c=11 d=0.442639 t=24192
ge shi hua 	格式化	c=47 d=1.53849 t=24192
ge shi shi 	格式是	c=1 d=0.00433948 t=24192
ge shu 	個數	c=3 d=0.0710054 t=24192
ge si qi zhi 	各司其職	c=1 d=0.13068 t=24192
ge wei 	各位	c=1 d=1.42715e-008 t=24192
ge xiang 	各項	c=1 d=5.0617e-020 t=24192
ge xiao shi 	個小時	c=1 d=0.00719046 t=24192
ge yuan 	各院	c=1 d=0.000300519 t=24192
ge zhe 	擱着	c=1 d=0.178173 t=24192
ge zhong 	各種	c=6 d=0.2313 t=24192
ge zi 	各自	c=2 d=5.25574e-014 t=24192
gei 	給	c=12 d=0.349301 t=24192
gei chu 	給出	c=2 d=3.60476e-016 t=24192
gei ding 	給定	c=1 d=0.0290133 t=24192
gei le wo 	給了我	c=1 d=0.163654 t=24192
gei na ge 	給那個	c=1 d=8.80968e-010 t=24192
gei ni 	給你	c=3 d=0.065835 t=24192
gei ni men 	給你們	c=1 d=4.55872e-024 t=24192
gei ta 	給他	c=2 d=0.757329 t=24192
gei wo 	給我	c=6 d=0.194952 t=24192
gen 	根	c=1 d=4.30942e-017 t=24192
gen 	跟	c=6 d=0.211189 t=24192
gen jie dian 	根節點	c=14 d=2.14686e-005 t=24192
gen jie duan 	跟階段	c=1 d=0.790571 t=24192
gen ju 	根據	c=109 d=2.52874 t=24192
gen lu jing 	根路徑	c=1 d=5.44091e-017 t=24192
gen mu lu 	根目錄	c=2 d=4.09251e-012 t=24192
gen ni 	跟你	c=2 d=0.597501 t=24192
gen wo 	跟我	c=1 d=0.615697 t=24192
gen zhe 	跟着	c=1 d=5.25288e-015 t=24192
geng 	更	c=5 d=0.595749 t=24192
geng da 	更大	c=1 d=1.95152e-013 t=24192
geng duo 	更多	c=5 d=0.000109455 t=24192
geng fang bian 	更方便	c=1 d=1.26255e-019 t=24192
geng gai 	更改	c=66 d=3.55189 t=24192
geng gai xing bie 	更改性別	c=1 d=3.33041e-007 t=24192
geng gui 	更貴	c=1 d=4.69676e-022 t=24192
geng hao 	更好	c=2 d=1.54818e-021 t=24192
geng huan 	更換	c=3 d=0.265803 t=24192
geng jia 	更加	c=1 d=0.224249 t=24192
geng jian dan 	更簡單	c=1 d=0.268474 t=24192
geng kuai 	更快	c=1 d=0.267135 t=24192
geng kuai su 	更快速	c=1 d=1.37924e-018 t=24192
geng li hai 	更厲害	c=1 d=3.40174e-021 t=24192
geng mei 	更美	c=1 d=3.43593e-021 t=24192
geng shuai 	更帥	c=1 d=3.36789e-021 t=24192
geng wen ding 	更穩定	c=1 d=1.81457e-010 t=24192
geng xiao 	更小	c=2 d=6.44256e-005 t=24192
geng xin 	更新	c=194 d=2.96278 t=24192
geng xin biao 	更新表	c=2 d=0.891967 t=24192
geng xin cheng gong 	更新成功	c=1 d=0.0108347 t=24192
geng xin ru 	更新入	c=1 d=3.29952e-015 t=24192
geng xin yi hou 	更新以後	c=1 d=9.23588e-007 t=24192
geng xin yi xia 	更新一下	c=2 d=0.00263203 t=24192
geng you 	更有	c=1 d=0.299692 t=24192
geng yuan 	更遠	c=1 d=0.123687 t=24192
geng zai 	更在	c=1 d=0.25924 t=24192
geng zhong yao 	更重要	c=1 d=8.88129e-017 t=24192
gong 	供	c=1 d=0.000143382 t=24192
gong chan 	共產	c=1 d=2.48559e-006 t=24192
gong chang 	工廠	c=10 d=0.741796 t=24192
gong chang mo shi 	工廠模式	c=1 d=0.0146253 t=24192
